rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Good for your skin,It's cooling good for your face and easy to spray on before your serum.  Makes my skin glow in a good way.,[],B00172O9NO,B0C5WPD2RN,AHPXDXGUHYKWYX6KIKCH2IB4DFUQ,2018-08-14 17:41:43.164,0,True
5.0,Love,I use this product anytime I need a pick me up as well as in the morning before I start my day. I love this and it’s so refreshing,[],B002LC9OES,B0C5WPD2RN,AGPJXWOVUYDJHAGKCHQ4AK2AVGZQ,2022-01-08 22:04:17.804,0,False
5.0,Very nice,"This is very nice on my sensitive skin. It has a very subtle fragrance that’s not very noticeable, and doesn’t burn or irritate me in the slightest.",[],B002LC9OES,B0C5WPD2RN,AFWWROMR2DK2PZKPFEQRAE6CSVZQ,2022-02-13 00:42:57.526,0,True
5.0,Give it a try! I'm really glad I did!,"I use this to set and refresh my make up. I've never used a setting product before but this was recommend in another review so I thought I'd try it. I was somewhat skeptical since the ingredients all seem so..... NORMAL in this day and age of every product needing some fancy new buzzword exotic ingredient or new innovative chemical.... I figured I'd try it but didn't expect much since most of the aforementioned wowee-zowy miracle buzzword products (which this isn't) give me underwhelming results. But I've been really surprised what a difference this product makes! And the smell is really nice.<br /><br />I have break-out prone skin and I've had no breakouts since using this product and if anything my skins been much easier to deal with. I don't know if that has anything to do with using this or not, but at the very least I can say it's definitely not breaking me out or anything. But because of my skin I usually have to put my foundation on thick and also try to camouflage some decent-sized areas of my face since my breakouts tend to cluster. Anyone in the same boat knows that it's really hard to do without creating a patchy uneven look and a heavy coating that looks nothing like tge texture of skin. I feel like this spray does a great job of adding a more natural finish to my makeup as well as smoothing out/blending in/hiding the areas which before definitely looked like I was trying to hide something. I'll definitely keep using this product. Plus it's nice to find something effective that's going to last a long time and which I don't have to save up for to afford.",[],B002LC9OES,B0C5WPD2RN,AGXGWJ3VEAQNTVEIVQH6LMOJWF2Q,2017-07-12 23:44:56.942,1,True
1.0,Luxury Beauty? Meh.. Has added PERFUME and ARTIFICIAL COLORS dyes,"Just.. ok. Barely<br /><br />Pro: Two in a pack- yay! Spray bottles are easier than dabbing with cotton ball. I keep one bottle with my face care and one in my purse. I spritz as a toner, I spritz to freshen up my face and sometimes even my hair.  Works in a pinch to freshen up the air. I don't really notice any benefit. Nor do I notice anything bad in terms of effectiveness.  In that, I am truly neutral (3 stars)<br /><br />CON: The added coloring is totally unnecessary, as is the added fragrance. WHY do that? The latter isn't obnoxious, but it could do without. (1 star). Questionable ingredients. I usually run ingredients through EWG (environmental working group) to see how it rates, but I failed to do so before deciding on this purchase. Shame on me.<br /><br />Stay away if you have sensitive skin, scent nausea, or conditions like Rosacea where anything can trigger a flare up.<br /><br />Clean up the ingredients, take out the fake coloring and perfume. This will be my only purchase of this brand when there are better out there.<br /><br />In the mean time, buy your own ingredients and make your own hydrating toner/refresher.",[],B074Z2HFBW,B0C5WPD2RN,AF2BLE54TEMGZ546U763ZHZRXC4A,2018-05-14 18:08:23.553,0,False
4.0,Good,Nice,[],B074ZCPC11,B0C5WPD2RN,AHGG24VOSPCRU2ISXBW2H5QJTH3Q,2019-02-01 14:47:54.986,0,True
5.0,Nice new product to keep with you!,One of my daughters fav products!,[],B002LC9OES,B0C5WPD2RN,AGEK7CO557BUVLGDZSWK5PR57FYA,2017-12-28 16:43:39.081,0,True
5.0,Great for redness,Awesome toner! Does a great job calming the skin and prepping for skincare.,[],B002LC9OES,B0C5WPD2RN,AG5C2RVZ2QRXLXJ6HB2GZJFINCSQ,2019-10-21 20:02:39.842,0,True
5.0,Great,Great product. Makes your face so dewy,[],B00172O9NO,B0C5WPD2RN,AEYEFM3AMDN3AE2MRGBQAE5XXU5Q,2019-06-08 16:38:27.492,0,True
5.0,My best one yet,I keep this on my coffee table to use frequently throughout the day...the scents are perceivable and seems to be drunk right in,[],B00172O9NO,B0C5WPD2RN,AGVH2WAEATLJ3TOBYQBVY6HVE2OQ,2017-01-21 01:52:28.000,0,True
3.0,Yikes,Not really great for sensitive skin. I have an extensive skin car routine and this product irritated my skin. This product causes reactions with other products which makes me believe it has weird chemicals in it. I only used it for a week and then gave it away! Not terrible.... but you can find better products for the same price.,[],B002LC9OES,B0C5WPD2RN,AG7W7YBXS764LIIG2FB4RKOKQLKQ,2020-07-17 14:29:10.871,0,True
5.0,Happy customer,Pleased with purchase,[],B002LC9OES,B0C5WPD2RN,AFB3J4SVQCYVMJD2CFAANRZUIRCQ,2019-08-12 18:18:05.936,0,True
5.0,Heavenly smell and refreshing feel,Rose water and aloe-great soothing setting spray over your foundation. I keep it in my purse when going outdoors in the south Louisiana summers. A couple of spritzes is a great reviver.<br />This is a great price for a quality product,[],B00172O9NO,B0C5WPD2RN,AGN3UXFJXW5YNHXRO4GTBAQINBSQ,2016-05-31 15:23:04.000,0,True
4.0,Four Stars,"Nice smell, and very refreshing on my face.",[],B00172O9NO,B0C5WPD2RN,AFNCF6TT5I2S2HLNG6C6JUI7CC7A,2017-12-18 01:52:39.757,0,True
5.0,awesome,"fave product, great to refresh makeuo",[],B00172O9NO,B0C5WPD2RN,AHAPQ3I4U2VUM7QNVSFMVLMDDZGA,2020-04-17 23:00:22.140,0,True
4.0,Four Stars,Nice,[],B002LC9OES,B0C5WPD2RN,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,2018-06-11 00:01:54.465,0,True
4.0,So light & refreshing!,"The mild rose scent is wonderful, very delicate in my skin. I am a redhead and have sensitive skin. With that being said I do moisturize a minute or two after I spray this on my face because I will feel dry. Surprisingly, the dryness is very very minimal. But this u won’t regret it!",[],B002LC9OES,B0C5WPD2RN,AENDUVT35KMQXKLDPFVULXUT4DDQ,2020-12-28 14:03:13.945,0,True
5.0,Refreshing,Love this facial spray. It is very refreshing especially during the summer. Wish they sold this by the gallon!,[],B002LC9OES,B0C5WPD2RN,AH6FRSJTODMM3EEAYAD4T6O2FTWA,2017-08-28 15:44:33.013,0,True
2.0,Not worth the hype l,The hype for this is unreal. I don’t feel any difference before or after applying this. I wanted to use it for a long time before I reviewed it and it’s just not cutting it. This is for people who already have beautiful skin and it’s something just a little extra for pampering. There’s so much other products out there with more benefits,[],B002LC9OES,B0C5WPD2RN,AE2AEAGNNZRDFJA7VCGOPB7IMLOQ,2019-06-20 15:20:14.950,0,True
3.0,Refreshing,Refreshing but I don’t think it’s good for sensitive skin. It burned at times lol,[],B002LC9OES,B0C5WPD2RN,AFX6XMFDYWAZS7GE57UJI2TEPKSQ,2023-03-01 18:23:09.997,0,True
5.0,It Smells Good and Light,It smells good and not as strong as some perfume. It moisturizes well on skins especially during dry summer and winter. Good deal on Amazon.,[],B00172O9NO,B0C5WPD2RN,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,2021-06-29 03:11:08.507,0,True
5.0,Love this!,I used to have uneven skin with a moderate amount of acne but since I began using this spray my skin is now ridiculously smooth and even and most of the acne is gone. I know it's not advertised as an acne remover but this worked wonders for me and the scent is great.,[],B00172O9NO,B0C5WPD2RN,AGLAAJBY7MOV2SPZHSKGMPVCKLUA,2018-11-23 20:34:18.731,0,True
4.0,Not for facial piercingd,If you have a facial piercing please be careful. This infected my dermal and nose ring to the point they had to be removed.,[],B002LC9OES,B0C5WPD2RN,AHUY2AQMHEPT5L6Y4FR6NOTQCPOA,2022-11-15 21:27:50.207,8,True
3.0,Probably not worth the $,"Smells nice, as long as you enjoy the smell of roses. The odor doesn't linger, so even if you don't like the smell, its probably still usable. I can't say that I notice any difference between this and a spritz of water, other than the brief smell of roses.",[],B002LC9OES,B0C5WPD2RN,AEDSSBNWB6Y3CIFI4ZB7Q2VWYINA,2017-08-11 03:36:26.231,0,True
5.0,Love,Love this spray,[],B00172O9NO,B0C5WPD2RN,AFKDRMNRPDTE5DPQCAC6NLW57VLA,2020-04-21 18:23:12.164,0,True
